Product Name,Transaction Count,Rating Score,Rating Count,Product Score,Response Time,SLA,Price,Category,Delivery Mode,Delivery Time,Created On,Product Score Missing
艾迈迪科（iMEDICAL）_智能霍兰德职业兴趣评估,10,4.93,60.0,3.3,,,0.01,,API,,,1
【低至0.03】短信通知_短信接口_行业会员短信_官方直连【稳定、合规、放心用-支付公司背景】,10,5.0,966.0,4.4,71.0,100.0,0.01,,API,,,1
翔云-车牌识别API【图像 图片识别OCR】（支持新能源，澳门、台湾及部分国外车牌）,10,5.0,1.0,3.6,817.0,100.0,49.0,,API,,,1
【低至0.3】运营商实名认证_运营商三要素_三网手机号实名认证_手机号认证【稳定、合规、放心用-支付公司...,10,5.0,1284.0,4.0,69.0,100.0,7000.0,,API,,,1
专利转让|知识产权代办登记/商标代理申请注册|资政知识产权|加急办理,10,5.0,8.0,,,,680.0,,人工服务,7.0,,0
鸟类检测_识别图像中是否有鸟_鸟类目标跟踪检测_快瞳科技,10,5.0,2.0,3.6,,,2.0,,API,,,1
Python3.6+Mysql5.7(Django开发必备),10,5.0,4.0,,,,0.0,,镜像,,,0
增值税发票识别_发票OCR识别_印刷文字识别_增值税发票识别_发票图像识别_发票图片识别-极速数据,10,5.0,3.0,3.6,,,2.0,,API,,,1
ICP备案 网站备案 备案咨询 域名备案代操作,10,5.0,27.0,,,,800.0,,人工服务,7.0,,0
中文文本分割_中文字符串指定长度分割,10,5.0,1.0,3.6,,,50.0,,API,,,1
APP电子版权证书认证/小程序/APP软件著作权登记/加急当天下证/APP上架资质,10,5.0,2.0,,,,88.0,,人工服务,20.0,,0
【限时促销】驾驶证识别_驾驶证图像识别_驾驶证OCR识别_驾驶证图片识别_印刷文字识别-极速数据,10,5.0,9.0,3.6,,,2.0,,API,,,1
股票查询_股票行情查询_股票汇率API_股票行情与汇率数据-极速数据,10,5.0,5.0,3.6,4.0,100.0,2.0,,API,,,1
护卫神Nginx环境镜像(Win2016_64位|PHP|Nginx),10,5.0,2.0,,,,0.0,,镜像,,,0
翔云-银行卡识别API【图像、文字识别OCR】（限时大促）,10,5.0,1.0,3.6,4.0,100.0,99.0,,API,,,1
成语大全_成语_成语查询-极速数据,10,5.0,3.0,3.6,,,2.0,,API,,,1
银行卡二要素-银行卡二要素认证-银行卡二要素实名认证-银行卡二要素认证接口-银行卡二要素验证-银行卡二...,10,5.0,118.0,4.6,,,2.0,,API,,,1
Centos7.3_64位系统下JavaWeb运行环境,175,5.0,3.0,,,,0.0,,镜像,,,0
【12】银行卡二三四要素-银行卡实名认证-银行卡四要素实名认证-银行卡三要素实名认证Ⅱ【官方数据】【银行...,10,5.0,3.0,4.6,,,240.0,,API,,,1
云 XR 平台实时渲染服务镜像 vDWS 版,441,0.0,0.0,,,,540.0,,镜像,,,0
【连信】法院失信被执行人查询-个人失信被执行-全国失信被执行人-失信被执行查询-老赖黑名单-失信被执行人,17,0.0,0.0,4.6,8.0,100.0,1.0,,API,,,1
【阿里官方】往来中国港澳台通行证OCR文字识别,16,0.0,0.0,4.6,325.0,100.0,0.01,,API,,,1
企业网站建设速成版,10,5.0,1.0,,,,17.0,,SaaS,,,0
网站维护 包年维护 安全维护 内容更新 程序维护 服务器维护 网站代维护 服务器托管 云服务器代维护 安全...,10,5.0,2.0,,,,1.2,,人工服务,,,0
CentOS 7.9 64位 图形化桌面界面 KDE 4.14 桌面,10,5.0,1.0,,,,0.0,,镜像,,,0
企业云私有云 专有云虚拟化方案 大飞天小飞天私有化交付,10,5.0,5.0,,,,999.0,,人工服务,60.0,,0
云服务器代维 服务器运维 安全维护 app维护 云服务器代维运维 服务器运维 服务器技术维护 阿里云代维 云...,10,5.0,1.0,,,,1.0,,人工服务,,,0
H5品牌站群系统【城市分站 一键开通】,10,5.0,1.0,,,,332.0,,人工服务,15.0,,0
【自动激活】Windows 10 企业版 中文64位 2022年8月更新 21H2版win10,10,5.0,2.0,,,,0.0,,镜像,,,0
云服务器安全代维 运维服务包年 服务器维护 数据库维护 数据库运维代维【专注企业云服务】,10,5.0,6.0,,,,1.2,,人工服务,1.0,,0
企业知识图谱-智能失信被执行人查询与验证-艾科瑞特科技（iCREDIT）,10,4.83,12.0,3.3,,,0.01,,API,,,1
windows 2012 全能网站环境网站助手 一键创建部署带面板,44,3.6,15.0,,,,0.0,,镜像,,,0
艾科瑞特（iCREDIT）_智能图像识别_智能产业园区人员管理大数据分析洞察解决方案,10,5.0,47.0,3.2,,,0.01,,API,,,1
CentOS 6.2 64位,26,5.0,2.0,,,,0.0,,镜像,,,0
SQL Server 2008 SP2 Express（Windows Server 2012）,10,5.0,8.0,,,,1.0,,镜像,,,0
企业知识图谱-小微企业名录查询-艾科瑞特（iCREDIT）,10,5.0,28.0,3.2,,,0.01,,API,,,1
文章标签,10,5.0,11.0,3.2,,20.0,0.0,,API,,,1
艾科瑞特（iCREDIT）-智能图像识别-智能品牌图像识别,10,5.0,77.0,3.2,,,0.01,,API,,,1
SQL Server 2005 SP4 Express(Windows Server 2012),10,5.0,1.0,,,,0.0,,镜像,,,0
悟空CRM,10,5.0,1.0,,,,0.0,,镜像,,,0
艾科瑞特（iCREDIT）-数字中国解决方案,10,5.0,22.0,3.2,,,9999.0,,API,,,1
响应式PC站+独立MIP手机网站套餐,10,5.0,1.0,,,,25.0,,SaaS,,,0
文章分类,10,5.0,2.0,3.2,,9.0,0.0,,API,,,1
营销洞察-360搜索关键词收录量,10,5.0,413.0,3.2,,,0.01,,API,,,1
【爆款】模板网站建设、定制网站建设、网站制作、H5响应式网站建设、网站设计、商城网站、购物商城、防站,10,5.0,2.0,,,,25.0,,人工服务,7.0,,0
ASP.NET运行环境 IIS SQL Server 2017Express(Windows 2016),10,5.0,1.0,,,,0.0,,镜像,,,0
"企业400电话,400电话,400电话办理,400电话申请,400电话开通,400电话选号-牛蚁400电话",10,5.0,3.0,,,,67.0,,人工服务,3.0,,0
DiscuzX 论坛|社群建站系统,10,5.0,1.0,,,,0.0,,镜像,,,0
智能图像识别-智能动物/植物/花卉识别-艾科瑞特科技（iCREDIT）,10,5.0,87.0,3.2,,,0.01,,API,,,1
H5·自助建站-自助建站-云建站-模板建站美化 智能建站 云速成建站,60,5.0,31.0,,,,42.0,,SaaS,,,0
新冠状病毒临床检验标准-印刷文字识别–智能新冠状病毒核酸化验单识别-艾科瑞特（iCREDIT）,10,5.0,18.0,3.2,,,0.01,,API,,,1
智能图像分析-智能人脸佩戴帽子分析分类识别-艾科瑞特（iCREDIT）,10,5.0,421.0,3.2,,,0.01,,API,,,1
企业知识图谱-中国烟草专卖零售许可证查询-艾科瑞特（iCREDIT）,10,5.0,47.0,3.2,1493.0,93.0,0.01,,API,,,1
智能图像分析-智能华住酒店管理集团漫心酒店区域空间分析分类识别-艾科瑞特（iCREDIT）,10,5.0,31.0,3.2,,,0.01,,API,,,1
【原生开发】【私人订制】交付源代码，一次性收费，企业官网、响应式网站 营销型网站 网站建设 网站设计...,10,5.0,176.0,,,,8800.0,,人工服务,20.0,,0
智能旅游出行-火车票余票价格车次查询-艾科瑞特（iCREDIT）,10,5.0,444.0,3.2,,,0.01,,API,,,1
建站系统 Joomla CMS,10,5.0,2.0,,,,1.0,,镜像,,,0
小程序-小程序开发、小程序制作、展示小程序、商城小程序、微信小程序、三级分销,51,5.0,225.0,,,,980.0,,人工服务,15.0,,0
Asp.net（SQL Server 2012）Win2008 sq2,10,5.0,1.0,,,,0.0,,镜像,,,0
云定制企业官网制作【1对1设计满意为止】不满意全额退款！网站建设，展示型网站,11,5.0,52.0,,,,400.0,,人工服务,15.0,,0
Grafana运行环境（CentOS6.8 64位 安全优化）,10,0.0,0.0,,,,20.0,,镜像,,,0
H5·定制建站【H5官网建站_H5·响应式官网_全面支持IPv6】,10,4.9,120.0,,,,415.0,,人工服务,7.0,,0
PHP运行环境（WDCPv2.5 CentOS 6.5免费版）,10,4.71,16.0,,,,0.0,,镜像,,,0
证书配置 SSL证书安装 SSL域名数字证书 微信小程序HTTPS解决 SSL证书申请 证书配置服务,10,4.93,1228.0,,,,500.0,,人工服务,1.0,2020-02-10,0
【限时】银行卡归属地查询_银行卡归属地API_银行卡发卡银行归属地查询-极速数据,13,4.76,64.0,3.6,35.0,99.0,2.0,,API,,,1
行驶证OCR识别-行驶证识别-行驶证图片识别-机动车行驶证正副页识别-行驶证图像照片识别-行驶证文字识别,10,5.0,23.0,4.1,8.0,100.0,2.0,,API,,,1
银行卡实名认证验证-银行卡四要素实名认证-银行卡三要素实名认证-银行卡二要素实名认证-银行卡二要素-银行...,10,5.0,1916.0,4.5,94.0,100.0,0.01,,API,,,1
驾驶证OCR识别-驾驶证识别-驾驶证图片识别-电子驾驶证OCR识别-机动车驾驶证正副页识别-驾驶证图像照片识别,10,5.0,23.0,4.1,14.0,100.0,2.0,,API,,,1
美国网络专线/英国网络专线/日本网络专线/马来网络专线/新加坡网络专线节点Tiktok直播网络专线,10,5.0,1.0,,,,3780.0,,人工服务,1.0,,0
中文简体繁体火星文转换_简体繁体转换-极速数据,10,5.0,1.0,3.5,,,2.0,,API,,,1
周公解梦_梦境解析_解梦-极速数据,10,5.0,2.0,3.5,,100.0,2.0,,API,,,1
宋词三百首_宋词大全_宋词查询-极速数据,10,5.0,1.0,3.5,,,2.0,,API,,,1
TIKTOK真人直播网络专线,10,5.0,5.0,,,,100.0,,人工服务,1.0,,0
马来西亚网络专线/国际网络专线/海外上网专线/国际带宽/tiktok直播网络专线,10,5.0,7.0,,,,60.0,,人工服务,1.0,,0
地址智能识别_地址匹配_地址标准化,18,5.0,2.0,3.5,7.0,100.0,10.0,,API,,,1
Odoo 16 开源ERP系统(社区版),11,5.0,2.0,,,,0.0,,镜像,,,0
银行卡识别_银行卡图像识别_银行卡图片识别_银行卡OCR识别_印刷文字识别-极速数据,10,5.0,14.0,3.5,21.0,99.0,2.0,,API,,,1
标准化网站环境配置，PHP/ASP.net/Java/node.js/Python等web环境搭建，wamp、lamp环境搭建,10,5.0,37.0,,,,180.0,,人工服务,1.0,,0
公安备案/网站备案/ICP备案/域名备案/全国公安网备案|教育APP备案，全国办理！,10,5.0,2.0,,,,500.0,,人工服务,20.0,,0
备案查询_备案数据_备案API_备案信息-极速数据,10,5.0,2.0,3.5,58.0,98.0,2.0,,API,,,1
网站无法访问 网站挂马 服务器故障排查 应用故障排查 数据库故障排查 负载异常排查,10,5.0,75.0,,,,300.0,,人工服务,2.0,,0
森华（zabbix监控）,10,5.0,1.0,,,,0.0,,镜像,,,0
股票历史行情查询_股票历史行情数据_股票历史API_历史股票查询_股票历史行情查询_股票汇率_历史股票行情与...,10,5.0,6.0,3.5,11.0,100.0,2.0,,API,,,1
Ubuntu16.04 版预装AMD GPU驱动,40,5.0,3.0,,,,0.0,,镜像,,,0
【12】手机在网状态查询-运营商在网状态-手机号码检测-空号检测-手机号在网状态-手机号在网状态-三网手机在...,10,4.25,4.0,4.8,,100.0,25.0,,API,,,1
PleskOne License key 授权码,72,0.0,0.0,,,,10.0,,授权码,,,0
全球IP归属地查询_IP地址定位_IPv4归属地-区县级,10,1.0,1.0,4.1,,100.0,150.0,,API,,,1
【连信】智能地址解析-快递地址识别接口API-快递地址识别-智能识别地址,33,1.0,1.0,4.1,58.0,100.0,0.01,,API,,,1
安达通 SSL/IPSec VPN安全接入,10,1.0,1.0,,,,30.0,,镜像,,,0
【信数科技】企业名称模糊查询升级版（智能补全）,10,0.0,0.0,4.5,25.0,99.0,8.0,,API,,,1
【五叶草云官网】PC+手机+微信+小程序四站合一，零代码操作（服务热线：020-28185502）,10,4.91,45.0,,,,25.0,,SaaS,,,0
WordPress 5.9.1-0 LAMP（Ubuntu 20.04）（Free Support for Member）,22,3.91,11.0,,,,0.0,,镜像,,,0
宝塔面板全能运行环境（linux版）,12,4.15,2.0,,,,0.0,,镜像,,,0
【精选推荐】站狼云品智美站【千套模板】企业和个人品牌建站神器,10,4.95,317.0,,,,58.0,,人工服务,1.0,,0
【自动激活】Windows 10 教育版 中文64位 2022年8月更新 21H2版win10,10,5.0,2.0,,,,0.0,,镜像,,,0
云·商城建站|企业商城网站建设,10,5.0,6.0,,,,248.0,,人工服务,1.0,,0
【自动激活】Windows 11 企业版 中文64位 2022年8月更新 21H2版win11,10,5.0,1.0,,,,0.0,,镜像,,,0
APP+商城+官网+公众号+O2O 万能小程序系统,10,5.0,1.0,,,,1.0,,人工服务,2.0,,0
【自动激活】Windows 11 教育版 中文64位 2022年8月更新 21H2版win11,10,5.0,3.0,,,,0.0,,镜像,,,0
企业运维技术顾问 服务器运维 服务器维护 服务器托管 ECS维护 ECS运维 ECS代维 ECS外包,10,5.0,13.0,,,,1000.0,,人工服务,1.0,,0
H5响应式网站独立部署,10,5.0,1.0,,,,0.0,,镜像,,,0
PostgreSQL数据库维护 数据库优化,10,5.0,16.0,,,,3.0,,人工服务,2.0,,0
云服务器运维 专业安全运维 服务器代维 阿里云代维运维 云主机运维 运维外包服务,10,5.0,2.0,,,,0.01,,人工服务,3.0,,0
【君云 专业云服务】ECS云服务器 磁盘扩容 系统重新分区 系统盘数据盘合并,10,5.0,5.0,,,,45.0,,人工服务,1.0,,0
【自动激活】Windows 10 专业教育版 中文64位 2022年8月更新 21H2版win10,10,5.0,3.0,,,,0.0,,镜像,,,0
云服务器安全代维 运维服务包年 服务器维护 数据库维护 数据库运维代维【专注企业云服务】,10,5.0,10.0,,,,0.01,,人工服务,1.0,,0
云服务器数据库安全运维 Oracle|MySQL|PGSQL|OceanBase|达梦运维,10,5.0,8.0,,,,1000.0,,人工服务,7.0,,0
云主机安全运维 云服务器代维 数据库维护 服务器维护 数据库维护 网站托管 APP|小程序|公众号|H5安全性保障,10,5.0,19.0,,,,1000.0,,人工服务,3.0,,0
【万维易源】快递按单计费-全球快递物流查询-快递单号查询-物流信息实时更新-单号自动识别-物流轨迹-支持...,17,5.0,103.0,4.8,56.0,100.0,0.2,,API,,,1
木马病毒清除 挖矿病毒清除 网页篡改修复 主机漏洞修复 安全基线检查 云安全中心告警咨询,10,4.89,18.0,,,,100.0,,人工服务,1.0,2022-10-11,0
笑话大全_笑话API_笑话查询-极速数据,10,4.88,22.0,3.5,19.0,100.0,2.0,,API,,,1
CentOS 7.0 64位,3450,4.88,6.0,,,,0.0,,镜像,,,0
WordPress博客环境(Centos6.8 64位),18,4.78,11.0,,,,0.0,,镜像,,,0
网易企业邮箱申请注册办理,10,5.0,6.0,,,,0.08,,人工服务,3.0,,0
ASP.NET运行环境 IIS SQLServer 2016Express(Windows 2012),10,5.0,1.0,,,,0.0,,镜像,,,0
艾科瑞特（iCREDIT）-智能图像识别-智能餐饮餐厅快餐咖啡馆茶馆会员人员大数据分析洞察解决方案,10,5.0,60.0,3.1,,,0.01,,API,,,1
艾科瑞特（iCREDIT）-智能图像识别-智能商务图像识别-集成无限可能，出租车票识别/火车票识别/发票识别,10,5.0,89.0,3.1,,,0.01,,API,,,1
短信接口_三网短信接口_短信验证码_短信通知_会员提醒短信_通知短信_106短信网关_行业短信,10,5.0,47.0,3.1,,,390.0,,API,,,1
【五叶草云建站】公司网站建设，外贸中英文建站，企业集团网站（服务热线:020-28185502）,10,5.0,3.0,,,,0.01,,SaaS,,,0
艾科瑞特（iCREDIT）_智能图像识别_智能旅游景区名胜博物馆展览馆人员大数据分析洞察解决方案,10,5.0,61.0,3.1,,,0.01,,API,,,1
智能图像分析-智能蒙面口罩检测与识别-艾科瑞特（iCREDIT）,10,5.0,665.0,3.1,,,0.01,,API,,,1
手机号码三要素核验_运营商三要素核验_手机号码实名认证_三网手机实名认证_电信联通移动手机号码实名验证,10,5.0,43.0,3.1,85.0,100.0,0.0,,API,,,1
艾富特科（iFINTECH）_金融知识图谱_银行网联号查询,10,5.0,1.0,3.1,,,0.01,,API,,,1
艾科瑞特（iCREDIT）_智能图像识别_智能商场商超超市人脸会员识别大数据分析洞察解决方案,10,5.0,60.0,3.1,,,0.01,,API,,,1
艾科瑞特（iCREDIT）-智能图像识别-智能健身房美容养生会员人员大数据分析洞察解决方案,10,5.0,70.0,3.1,,,0.01,,API,,,1
银行卡三要素（3要素）一致性核验_银行卡实名认证_银行卡鉴权_银行卡认证核验,10,5.0,19.0,3.1,63.0,100.0,30.0,,API,,,1
智能图像分析-智能营业执照检测与识别-艾科瑞特（iCREDIT）,10,5.0,84.0,3.1,,,0.01,,API,,,1
云·自助模版建站,10,5.0,33.0,,,,58.0,,SaaS,,,0
ASP.NET运行环境 IIS SQLServer 2005Express(Windows 2012),10,5.0,1.0,,,,0.0,,镜像,,,0
艾科瑞特（iCREDIT）_智能图像识别_智能养老院人员大数据分析洞察解决方案,10,5.0,78.0,3.1,,,0.01,,API,,,1
银行卡二要素（2要素）一致性核验_银行卡实名认证_银行卡鉴权_银行卡认证核验,10,5.0,109.0,3.1,,,30.0,,API,,,1
SQL Server 2014 Express(Windows Server 2016),10,5.0,1.0,,,,0.0,,镜像,,,0
公共知识图谱-中国汽车燃料消耗量数据查询,10,5.0,696.0,3.1,,,0.01,,API,,,1
SQL Server 2014 Express,10,5.0,1.0,,,,0.0,,镜像,,,0
ASP.NET运行环境 IIS SQLServer 2008Express(Windows 2012),10,5.0,1.0,,,,0.0,,镜像,,,0
艾富特科（iFINTECH）_金融知识图谱_汇率查询,10,5.0,1.0,3.1,,,0.01,,API,,,1
【网站定制】网站建设|H5响应式网站建设|网站设计制作服务,10,5.0,2.0,,,,1.0,,人工服务,,,0
企业官网PC网站,10,5.0,55.0,,,,40.0,,SaaS,,,0
企业知识图谱-中国农药产品生产批准数据查询-艾科瑞特（iCREDIT）,10,5.0,421.0,3.1,,100.0,0.01,,API,,,1
艾富特科（iFINTECH）-金融知识图谱-中国理财基金数据,10,5.0,88.0,3.1,,,0.01,,API,,,1
艾科瑞特（iCREDIT）_智能图像识别_智能展会人脸会场签到大数据分析洞察解决方案,10,5.0,44.0,3.1,,,0.01,,API,,,1
ASP.NET运行环境 IIS SQL Server 2012Express(Windows 2016),10,5.0,2.0,,,,0.0,,镜像,,,0
医药知识图谱-中国医疗药品经营企业数据查询,10,5.0,51.0,3.1,,,0.01,,API,,,1
抖音蓝V认证/企业号认证/,10,5.0,3.0,,,,299.0,,人工服务,3.0,,0
ASP.NET运行环境 IIS SQL Server 2019Express(Windows 2016),10,5.0,1.0,,,,0.0,,镜像,,,0
【购物商城开发】商城网站开发/自营商城/购物系统/购物商城/多用户商城系统/分销商城/B2B2C,10,5.0,124.0,,,,6600.0,,人工服务,20.0,,0
通用文字识别_印刷文字图像识别_印刷文字图片识别_OCR文字识别_印刷文字识别-极速数据,10,4.82,15.0,3.5,98.0,100.0,2.0,,API,,,1
翔云-发票识别API【图像、PDF、文本识别OCR】（支持全票种识别，专票、普票、电子发票，机动车销售发票、...,150,4.55,6.0,3.6,9.0,99.0,99.0,,API,,,1
SSL证书申请服务 DNS/文件域名验证指导 证书申请 证书安装,10,4.95,70.0,,,,85.0,,人工服务,1.0,,0
【数脉API】运营商三要素实名认证（高质量版）-手机三要素-手机号码实名认证-三网手机号校验-手机认证,64,5.0,128.0,4.4,35.0,100.0,0.15,,API,,,1
翔云-车架号VIN码解析、车辆识别码查询API（查询车辆信息）,10,5.0,1.0,3.4,,,5.0,,API,,,1
【云·速成美站】-特惠版,10,5.0,2.0,,,,21.0,,SaaS,,,0
营业执照识别_营业执照图像识别_营业执照图片识别_营业执照OCR识别_印刷文字识别-极速数据,10,5.0,6.0,3.4,79.0,99.0,2.0,,API,,,1
站狼美站,10,5.0,32.0,,,,41.0,,SaaS,,,0
emlog+宝塔面板,10,5.0,1.0,,,,0.0,,镜像,,,0
新注册企业核验、企业工商四要素校验|企业工商四要素验证|企业四要素数据|公司四要素核验|全国企业公司信息...,15,5.0,1.0,3.4,91.0,98.0,488.0,,API,,,1
Magento 企业级开源电子商务系统(内置演示数据),14,5.0,5.0,,,,0.0,,镜像,,,0
【云智能多端小程序】,10,5.0,3.0,,,,41.0,,人工服务,5.0,,0
证书配置 SSL证书安装 HTTPS证书购买 SSL证书申请 全站HTTPS加密,10,5.0,3.0,,,,100.0,,人工服务,1.0,,0
商标撤三答辩|知识产权代办登记/商标代理申请注册|资政知识产权|加急办理|可包通过,10,5.0,4.0,,,,1500.0,,人工服务,7.0,,0
【飞塔FortiAnalyzer-license】Fortinet—日志收集分析器,10,5.0,2.0,,,,1156.0,,SaaS,,,0
标准体重计算器_标准体重查询_体重查询-极速数据,10,5.0,2.0,3.4,,,2.0,,API,,,1
翔云-印刷扫描文字识别API【图片图像、文本文档、电子书识别OCR】,10,5.0,1.0,3.4,,,29.0,,API,,,1
【包月版】企业工商 数据 精准、公司模糊查询，企业关键词搜索,10,5.0,3.0,3.4,36.0,100.0,1688.0,,API,,,1
ICP许可证|EDI许可证|ICP加急|ICP备案加急/ICP代办|上海ICP|江苏ICP|河南ICP/ICP办理,10,5.0,1.0,,,,844.0,,人工服务,60.0,,0
外观设计专利咨询|申请外观专利保护|外观专利申请|设计专利代理|外观设计专利申请|百分百拿到申请号【免费...,10,5.0,14.0,,,,20.0,,人工服务,5.0,,0
商标行政诉讼|知识产权代办登记/商标代理申请注册|资政知识产权|加急办理|可包通过,10,5.0,4.0,,,,1.0,,人工服务,7.0,,0
数据迁移 网站搬家 数据库迁移 网站更换服务器 虚拟主机空间搬家 网站上云 网站迁移,10,5.0,29.0,,,,200.0,,人工服务,5.0,,0
翔云-人证合一API人脸认证、人证比对【图像 图片识别OCR】（支持现场人脸识别与身份证照片进行比对）,10,4.5,2.0,3.6,72.0,100.0,119.0,,API,,,1
【12L】身份实名认证-身份证实名认证-身份证二要素-身份证二要素实名-身份证二要素-身份证二要素校验-...,55,5.0,5.0,4.4,,,13.0,,API,,,1
字母数字混合识别验证码图片,15,1.0,1.0,4.0,67.0,100.0,1.0,,API,,,1
身份实名认证-身份证实名认证-身份证二要素-实名认证-身份证实名校验-身份证一致性实名认证,10,1.0,2.0,4.0,2.0,100.0,1.0,,API,,,1
银河麒麟高级服务器操作系统（ARM版）V10 SP3,26,0.0,0.0,,,,300.0,,镜像,,,0
【信数科技】法院数据综合查询,10,0.0,0.0,4.4,82.0,97.0,79.0,,API,,,1
智能图像视频分析–智能人脸心率呼吸频次血氧浓度运动强度检测与识别-艾科瑞特（iCREDIT）,10,4.89,37.0,3.1,,,0.01,,API,,,1
作品版权登记|美术作品登记|著作权申请|摄影作品代办|文字音乐作品代理|不下证退全款【免费维权】,10,4.92,29.0,,,,20.0,,人工服务,3.0,,0
云服务器运维 阿里云代维 运维外包驻场 现场实施,10,5.0,2.0,,,,2000.0,,人工服务,3.0,,0
【君云 专注运维】网站高并发 业务系统压力测试 在线用户数QPS并发测试,10,5.0,7.0,,,,620.0,,人工服务,1.0,,0
【君云 专注云服务】上云咨询 解决方案 信息安全等级测评 服务器代维,10,5.0,5.0,,,,100.0,,人工服务,1.0,,0
U-Share社会化分享,10,5.0,1.0,,,,0.01,,人工服务,,,0
【区县版】全球IP归属地查询-IP地址查询-IP地址归属地-IP地址-IP地址查询-IP地址查询接口,10,0.0,0.0,4.7,,,0.01,,API,,,1
【重点推荐】企业建站威客版【送天猫红包活动进行中】,10,4.97,10.0,,,,0.1,,人工服务,15.0,,0
Java多版本环境_Win2012 64位_Jdk|Tomcat|mysql_java tomcat多版本自由切换,10,2.8,2.0,,,,0.0,,镜像,,,0
电视节目预告_电视节目-极速数据,10,4.63,9.0,3.5,,100.0,2.0,,API,,,1
近义词反义词_反义词查询_近义词查询-极速数据,10,4.85,2.0,3.4,,,2.0,,API,,,1
智能图像分析-智能人脸佩戴领带分析分类识别-艾科瑞特（iCREDIT）,10,5.0,565.0,3.0,,,0.01,,API,,,1
印刷文字识别-智能顺丰运单详情电子存根页截屏录屏拍屏识别-艾科瑞特科技,10,5.0,1.0,3.0,,,0.01,,API,,,1
JAVA|tomcat多版本自由切换_Nginx_Tomcat_JDK_CentOS7.3,10,5.0,2.0,,,,0.0,,镜像,,,0
印刷文字识别-网络文化经营许可证识别/网络文化经营许可证OCR文字识别,10,5.0,682.0,3.0,,,0.01,,API,,,1
艾科瑞特（iCREDIT）_智能图像识别_智能物业写字楼人员管理大数据分析洞察解决方案,10,5.0,60.0,3.0,,,0.01,,API,,,1
美妆知识图谱-中国进口化妆品数据查询,10,5.0,663.0,3.0,,,0.01,,API,,,1
智能图像分析-智能华住酒店管理集团禧玥酒店区域空间分析分类识别-艾科瑞特（iCREDIT）,10,5.0,729.0,3.0,,,0.01,,API,,,1
艾科瑞特（iCREDIT）-智能图像识别-智能影院观众会员人员大数据分析洞察解决方案,10,5.0,60.0,3.0,,,0.01,,API,,,1
艾科瑞特（iCREDIT）-通用知识图谱数据分析-中国文物保护企业数据查询,10,5.0,428.0,3.0,,,0.01,,API,,,1
印刷文字识别-智能出租车的士发票识别-艾科瑞特（iCREDIT）,10,5.0,19.0,3.0,,,0.01,,API,,,1
艾科瑞特（iCREDIT）_通用文字识别_智能互联网出版许可证识别,10,5.0,77.0,3.0,,,0.01,,API,,,1
云定制企业官网制作【1对1设计满意为止】不满意全额退款！网站建设、网站设计、网站开发、企业官网、网站...,10,5.0,284.0,,,,10.0,,人工服务,10.0,2019-02-18,0
艾科瑞特（iCREDIT）_智能图像识别_智能车型识别,10,5.0,45.0,3.0,,100.0,0.01,,API,,,1
【高端定制】【满意为止】网站建设、交付源代码、一次性收费、响应式网站、营销型网站、企业官网、网站建设...,10,5.0,233.0,,,,8800.0,,人工服务,20.0,,0
【五叶草云建站】企业网站定制开发一条龙服务企业营销高端定制小程序美工设计（服务热线:020-28185502）,10,5.0,1.0,,,,1.0,,SaaS,,,0
艾科瑞特（iCREDIT）_智能图像识别_智能幼儿园人员大数据分析洞察解决方案,10,5.0,37.0,3.0,,,0.01,,API,,,1
智能图像分析-智能BIRDSCUSTARD品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.0,,,0.01,,API,,,1
印刷文字识别–公共场所卫生许可证识别-艾科瑞特（iCREDIT）,10,5.0,35.0,3.0,,,0.01,,API,,,1
"PHP_JAVA环境_多版本自由切换Windows2012 Apache,Tomca,xampp",10,5.0,2.0,,,,0.0,,镜像,,,0
【五叶草云建站】企业网站模板 网站建设 网站设计 模板网站 企业官网,10,5.0,3.0,,,,24.0,,SaaS,,,0
艾科瑞特（iCREDIT）_智能图像识别_智能医院医疗机构人员大数据分析洞察解决方案,10,5.0,63.0,3.0,,,0.01,,API,,,1
艾科瑞特（iCREDIT）_智能图像识别_智能小学中学大学校园课堂专注度大数据分析洞察解决方案,10,5.0,43.0,3.0,,,0.01,,API,,,1
艾科瑞特（iCREDIT）_智能图像识别_智能监狱人员管理大数据分析洞察解决方案,10,5.0,50.0,3.0,,,0.01,,API,,,1
艾科瑞特（iCREDIT）-智能图像识别-智能银行基金理财证券交易人员大数据分析洞察解决方案,10,5.0,46.0,3.0,,,0.01,,API,,,1
新冠状病毒临床检验标准-智能图像分析–智能CT照图像检测与识别-艾科瑞特（iCREDIT）,10,5.0,37.0,3.0,,,0.01,,API,,,1
智能图像分析-智能HCL品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.0,,,0.01,,API,,,1
智能图像分析-智能BACKYARDBURGERS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.0,,,0.01,,API,,,1
艾科瑞特（iCREDIT）_智能图像识别_智能商标品牌LOGO识别,10,5.0,63.0,3.0,,,0.01,,API,,,1
艾科瑞特（iCREDIT）_智能图像识别_智能门锁猫眼人员识别大数据分析洞察解决方案,10,5.0,48.0,3.0,,,0.01,,API,,,1
智能图像分析-智能华住酒店管理集团汉庭酒店区域空间分析分类识别-艾科瑞特（iCREDIT）,10,5.0,411.0,3.0,,,0.01,,API,,,1
